case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"pengiriman cepet, bagusss. next order lagiiiii",pengiriman cepet bagusss next order lagiiiii,pengiriman cepat bagus next order lagi,"['pengiriman', 'cepat', 'bagus', 'next', 'order', 'lagi']","['pengiriman', 'cepat', 'bagus', 'next', 'order']","['kirim', 'cepat', 'bagus', 'next', 'order']",kirim cepat bagus next order
masalah kulitku jerawat tipe kulitku sensitif. cocok banget,masalah kulitku jerawat tipe kulitku sensitif cocok banget,masalah kulitku jerawat tipe kulitku sensitif cocok banget,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'banget']",kulit jerawat tipe kulit sensitif cocok banget
pesanan yg datang sesuai dan tidak bocor.,pesanan yg datang sesuai dan tidak bocor,pesanan yang datang sesuai dan tidak bocor,"['pesanan', 'yang', 'datang', 'sesuai', 'dan', 'tidak', 'bocor']","['pesanan', 'bocor']","['pesan', 'bocor']",pesan bocor
recomended. thx. :),recomended thx,recomended thanks,"['recomended', 'thanks']","['recomended', 'thanks']","['recomended', 'thanks']",recomended thanks
"bagus bgt weh sat set tiap pagi, buat aku yang super keringetan ini masih awet sampe malem. ada transfer cuma ga heboh",bagus bgt weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampe malem ada transfer cuma ga heboh,bagus banget weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampai malam ada transfer cuma enggak heboh,"['bagus', 'banget', 'weh', 'sat', 'set', 'tiap', 'pagi', 'buat', 'aku', 'yang', 'super', 'keringetan', 'ini', 'masih', 'awet', 'sampai', 'malam', 'ada', 'transfer', 'cuma', 'enggak', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'heboh']",bagus banget weh sat set super keringetan awet malam transfer heboh
barang bagus pastinya original,barang bagus pastinya original,barang bagus pastinya original,"['barang', 'bagus', 'pastinya', 'original']","['bagus', 'pastinya', 'original']","['bagus', 'pasti', 'original']",bagus pasti original
masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,"['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['kulit', 'kerut', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kombinasi']",kulit kerut tipe kulit sensitif tipe kulit kombinasi
tipe kulitku kombinasi tipe kulitku normal tipe kulitku kering tipe kulitku berminyak,tipe kulitku kombinasi tipe kulitku normal tipe kulitku kering tipe kulitku berminyak,tipe kulitku kombinasi tipe kulitku normal tipe kulitku kering tipe kulitku berminyak,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak']",tipe kulit kombinasi tipe kulit normal tipe kulit kering tipe kulit minyak
cakepppp,cakepppp,cakep,['cakep'],['cakep'],['cakep'],cakep
"sudah sampai, semoga ada hasil..",sudah sampai semoga ada hasil,sudah sampai semoga ada hasil,"['sudah', 'sampai', 'semoga', 'ada', 'hasil']",['semoga'],['moga'],moga
tahan lama teksturnya cair mudah meresap,tahan lama teksturnya cair mudah meresap,tahan lama teksturnya cair mudah meresap,"['tahan', 'lama', 'teksturnya', 'cair', 'mudah', 'meresap']","['tahan', 'teksturnya', 'cair', 'mudah', 'meresap']","['tahan', 'tekstur', 'cair', 'mudah', 'resap']",tahan tekstur cair mudah resap
cocok ini favorite selalu gunakan inii,cocok ini favorite selalu gunakan inii,cocok ini favorite selalu gunakan ini,"['cocok', 'ini', 'favorite', 'selalu', 'gunakan', 'ini']","['cocok', 'favorite']","['cocok', 'favorite']",cocok favorite
tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif masalah kulitku kerutan masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif masalah kulitku kerutan masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif masalah kulitku kerutan masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'kulit', 'jerawat', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit kering tipe kulit sensitif kulit kerut kulit jerawat tipe kulit normal tipe kulit kombinasi
bagussss pengiriman cepaaattt makasiii sellerr🫶🏻,bagussss pengiriman cepaaattt makasiii sellerr,bagus pengiriman cepat terima kasih seller,"['bagus', 'pengiriman', 'cepat', 'terima', 'kasih', 'seller']","['bagus', 'pengiriman', 'cepat', 'terima', 'kasih', 'seller']","['bagus', 'kirim', 'cepat', 'terima', 'kasih', 'seller']",bagus kirim cepat terima kasih seller
"mantapp, belom dicoba sih untuk ketahanannya tapi enak buat diaplikasikannya",mantapp belom dicoba sih untuk ketahanannya tapi enak buat diaplikasikannya,mantap belum dicoba sih untuk ketahanannya tapi enak buat diaplikasikannya,"['mantap', 'belum', 'dicoba', 'sih', 'untuk', 'ketahanannya', 'tapi', 'enak', 'buat', 'diaplikasikannya']","['mantap', 'dicoba', 'ketahanannya', 'diaplikasikannya']","['mantap', 'coba', 'tahan', 'aplikasi']",mantap coba tahan aplikasi
"cepat sampai dan respon baik. barang belum dicoba, nanti diupdate lagi",cepat sampai dan respon baik barang belum dicoba nanti diupdate lagi,cepat sampai dan respon baik barang belum dicoba nanti diupdate lagi,"['cepat', 'sampai', 'dan', 'respon', 'baik', 'barang', 'belum', 'dicoba', 'nanti', 'diupdate', 'lagi']","['cepat', 'respon', 'dicoba', 'diupdate']","['cepat', 'respon', 'coba', 'diupdate']",cepat respon coba diupdate
"produk sesuai deskripsi, packaging rapi & aman, pengiriman cepat, dpt diskon tokped jd cuma 58rb 👍🏻",produk sesuai deskripsi packaging rapi aman pengiriman cepat dpt diskon tokped jd cuma rb,produk sesuai deskripsi packaging rapi aman pengiriman cepat dapat diskon tokped jadi cuma ribu,"['produk', 'sesuai', 'deskripsi', 'packaging', 'rapi', 'aman', 'pengiriman', 'cepat', 'dapat', 'diskon', 'tokped', 'jadi', 'cuma', 'ribu']","['produk', 'deskripsi', 'packaging', 'rapi', 'aman', 'pengiriman', 'cepat', 'diskon', 'tokped']","['produk', 'deskripsi', 'packaging', 'rapi', 'aman', 'kirim', 'cepat', 'diskon', 'tokped']",produk deskripsi packaging rapi aman kirim cepat diskon tokped
"texture dan baunya kurang biasa sih, tapi masih bisa ditoleransi kok. untuk ukuran yang 30ml kirain sudah airless pump juga ternyata belum. overall masih aman-aman aja di kulit normal-berminyak karena masih kurang dari seminggu pemakaian.",texture dan baunya kurang biasa sih tapi masih bisa ditoleransi kok untuk ukuran yang ml kirain sudah airless pump juga ternyata belum overall masih aman aman aja di kulit normal berminyak karena masih kurang dari seminggu pemakaian,texture dan baunya kurang biasa sih tapi masih bisa ditoleransi kok untuk ukuran yang ml mengira sudah airless pump juga ternyata belum overall masih aman aman saja di kulit normal berminyak karena masih kurang dari seminggu pemakaian,"['texture', 'dan', 'baunya', 'kurang', 'biasa', 'sih', 'tapi', 'masih', 'bisa', 'ditoleransi', 'kok', 'untuk', 'ukuran', 'yang', 'ml', 'mengira', 'sudah', 'airless', 'pump', 'juga', 'ternyata', 'belum', 'overall', 'masih', 'aman', 'aman', 'saja', 'di', 'kulit', 'normal', 'berminyak', 'karena', 'masih', 'kurang', 'dari', 'seminggu', 'pemakaian']","['texture', 'baunya', 'ditoleransi', 'ukuran', 'ml', 'airless', 'pump', 'overall', 'aman', 'aman', 'kulit', 'normal', 'berminyak', 'seminggu', 'pemakaian']","['texture', 'bau', 'toleransi', 'ukur', 'ml', 'airless', 'pump', 'overall', 'aman', 'aman', 'kulit', 'normal', 'minyak', 'minggu', 'pakai']",texture bau toleransi ukur ml airless pump overall aman aman kulit normal minyak minggu pakai
"ringan bangettttt tapi tetep ada coveragenya walau tipis. semoga sering diskon besar ya heheheh aku pake hooman n copy paste cushion yg perle, pake ini juga perle. di kulitku yg fair cocok bangetttt! kayak ga ada dempulnya",ringan bangettttt tapi tetep ada coveragenya walau tipis semoga sering diskon besar ya aku pake hooman copy paste cushion yg perle pake ini juga perle di kulitku yg fair cocok bangetttt kayak ga ada dempulnya,ringan banget tapi tetap ada coveragenya walau tipis semoga sering diskon besar ya aku pakai hooman copy paste cushion yang perle pakai ini juga perle di kulitku yang fair cocok banget kayak enggak ada dempulnya,"['ringan', 'banget', 'tapi', 'tetap', 'ada', 'coveragenya', 'walau', 'tipis', 'semoga', 'sering', 'diskon', 'besar', 'ya', 'aku', 'pakai', 'hooman', 'copy', 'paste', 'cushion', 'yang', 'perle', 'pakai', 'ini', 'juga', 'perle', 'di', 'kulitku', 'yang', 'fair', 'cocok', 'banget', 'kayak', 'enggak', 'ada', 'dempulnya']","['ringan', 'banget', 'coveragenya', 'tipis', 'semoga', 'diskon', 'pakai', 'hooman', 'copy', 'paste', 'cushion', 'perle', 'pakai', 'perle', 'kulitku', 'fair', 'cocok', 'banget', 'dempulnya']","['ringan', 'banget', 'coveragenya', 'tipis', 'moga', 'diskon', 'pakai', 'hooman', 'copy', 'paste', 'cushion', 'perle', 'pakai', 'perle', 'kulit', 'fair', 'cocok', 'banget', 'dempul']",ringan banget coveragenya tipis moga diskon pakai hooman copy paste cushion perle pakai perle kulit fair cocok banget dempul
ga tau kok malah jerawat muncul.. btw serum juga merk baru.. semoga aman..,ga tau kok malah jerawat muncul btw serum juga merk baru semoga aman,enggak tau kok malah jerawat muncul btw serum juga merk baru semoga aman,"['enggak', 'tau', 'kok', 'malah', 'jerawat', 'muncul', 'btw', 'serum', 'juga', 'merk', 'baru', 'semoga', 'aman']","['jerawat', 'serum', 'merk', 'semoga', 'aman']","['jerawat', 'serum', 'merk', 'moga', 'aman']",jerawat serum merk moga aman
masalah kulitku jerawat,masalah kulitku jerawat,masalah kulitku jerawat,"['masalah', 'kulitku', 'jerawat']","['kulitku', 'jerawat']","['kulit', 'jerawat']",kulit jerawat
"baru pertama kali coba kebetulan co pas lagi diskon jadi 28k aja, semoga cocok sih",baru pertama kali coba kebetulan co pas lagi diskon jadi aja semoga cocok sih,baru pertama kali coba kebetulan checkout pas lagi diskon jadi saja semoga cocok sih,"['baru', 'pertama', 'kali', 'coba', 'kebetulan', 'checkout', 'pas', 'lagi', 'diskon', 'jadi', 'saja', 'semoga', 'cocok', 'sih']","['coba', 'checkout', 'diskon', 'semoga', 'cocok']","['coba', 'checkout', 'diskon', 'moga', 'cocok']",coba checkout diskon moga cocok
mantap sesuaiii semoga cocok,mantap sesuaiii semoga cocok,mantap sesuai semoga cocok,"['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'semoga', 'cocok']","['mantap', 'moga', 'cocok']",mantap moga cocok
tadinya mau beli diofflinestore tp mahal bgt 99k pas cek dionline store nya cuma 65k karena dpt potongan sm lg flashsale langsung beli,tadinya mau beli diofflinestore tp mahal bgt pas cek dionline store nya cuma karena dpt potongan sm lg flashsale langsung beli,tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli,"['tadinya', 'mau', 'beli', 'diofflinestore', 'tapi', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'karena', 'dapat', 'potongan', 'sama', 'lagi', 'flashsale', 'langsung', 'beli']","['beli', 'diofflinestore', 'mahal', 'banget', 'cek', 'dionline', 'store', 'potongan', 'flashsale', 'beli']","['beli', 'diofflinestore', 'mahal', 'banget', 'cek', 'dionline', 'store', 'potong', 'flashsale', 'beli']",beli diofflinestore mahal banget cek dionline store potong flashsale beli
makasiihh 👍👍👍👍👍👍👍,makasiihh,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 makasih,makasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
makasiihh 👍👍👍👍👍👍👍.. tp tumben ga ada gift nya 🤪,makasiihh tp tumben ga ada gift nya,terima kasih tapi tumben enggak ada gift nya,"['terima', 'kasih', 'tapi', 'tumben', 'enggak', 'ada', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'gift']","['terima', 'kasih', 'tumben', 'gift']",terima kasih tumben gift
"tipe kulitku berminyak masalah kulitku jerawat
semoga cocok sama rangkaian ini 
terimakasih",tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terimakasih,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'ini', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'semoga', 'cocok', 'rangkaian', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'moga', 'cocok', 'rangkai', 'terima', 'kasih']",tipe kulit minyak kulit jerawat moga cocok rangkai terima kasih
stlh semingguan pke muka jd bruntusan gtw emng efek samping pemakaian ato emng ga cocok,stlh semingguan pke muka jd bruntusan gtw emng efek samping pemakaian ato emng ga cocok,setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,"['setelah', 'semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'atau', 'memang', 'enggak', 'cocok']","['semingguan', 'pakai', 'muka', 'bruntusan', 'efek', 'samping', 'pemakaian', 'cocok']","['minggu', 'pakai', 'muka', 'bruntusan', 'efek', 'samping', 'pakai', 'cocok']",minggu pakai muka bruntusan efek samping pakai cocok
bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
pengirimannya cukup cepat dan barang yg dikirimkan sesuai pesanan. expired datenya 08 dan 09.2026,pengirimannya cukup cepat dan barang yg dikirimkan sesuai pesanan expired datenya dan,pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,"['pengirimannya', 'cukup', 'cepat', 'dan', 'barang', 'yang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya', 'dan']","['pengirimannya', 'cepat', 'dikirimkan', 'pesanan', 'expired', 'datenya']","['kirim', 'cepat', 'kirim', 'pesan', 'expired', 'datenya']",kirim cepat kirim pesan expired datenya
"cocok dikulit saya, ngak kering atau ketarik, pengiriman cepet, mantull",cocok dikulit saya ngak kering atau ketarik pengiriman cepet mantull,cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,"['cocok', 'dikulit', 'saya', 'enggak', 'kering', 'atau', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'dikulit', 'kering', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'kulit', 'kering', 'tarik', 'kirim', 'cepat', 'mantap']",cocok kulit kering tarik kirim cepat mantap
"lipstiknya mudah patah, saran kalau pakai jangan diulur terlalu panjang.",lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,"['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstiknya', 'mudah', 'patah', 'saran', 'pakai', 'diulur']","['lipstik', 'mudah', 'patah', 'saran', 'pakai', 'ulur']",lipstik mudah patah saran pakai ulur
"barang lengkap, packing aman dan rapi. belum coba productnya. semoga cocok. tipe kulitku normal",barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,"['barang', 'lengkap', 'packing', 'aman', 'dan', 'rapi', 'belum', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['lengkap', 'packing', 'aman', 'rapi', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['lengkap', 'packing', 'aman', 'rapi', 'coba', 'productnya', 'moga', 'cocok', 'tipe', 'kulit', 'normal']",lengkap packing aman rapi coba productnya moga cocok tipe kulit normal
"bacanya review nya bagus2, mudah2an jg cocok. terima kasih bonusnya, pas banget pas lagi butuh..",bacanya review nya bagus mudahan jg cocok terima kasih bonusnya pas banget pas lagi butuh,bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,"['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'juga', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'lagi', 'butuh']","['bacanya', 'review', 'bagus', 'mudahan', 'cocok', 'terima', 'kasih', 'bonusnya', 'banget', 'butuh']","['baca', 'review', 'bagus', 'mudah', 'cocok', 'terima', 'kasih', 'bonus', 'banget', 'butuh']",baca review bagus mudah cocok terima kasih bonus banget butuh
cocok dikulit. sebelum pakai jerawat 2 biji di pipi agak meradang. malam dikasih besoknya udh mendingan dan kempes.,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya udh mendingan dan kempes,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,"['cocok', 'dikulit', 'sebelum', 'pakai', 'jerawat', 'biji', 'di', 'pipi', 'agak', 'meradang', 'malam', 'dikasih', 'besoknya', 'sudah', 'mendingan', 'dan', 'kempes']","['cocok', 'dikulit', 'pakai', 'jerawat', 'biji', 'pipi', 'meradang', 'malam', 'dikasih', 'besoknya', 'mendingan', 'kempes']","['cocok', 'kulit', 'pakai', 'jerawat', 'biji', 'pipi', 'radang', 'malam', 'kasih', 'besok', 'mending', 'kempes']",cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes
sebenarnya bagus. tapi di aq jatuhnya bikin bibir agak kering. walaupun sebelum pake lipstick udh pakai lipbalm. warnanya pigmented bgt. merah queennya bagus bgt,sebenarnya bagus tapi di aq jatuhnya bikin bibir agak kering walaupun sebelum pake lipstick udh pakai lipbalm warnanya pigmented bgt merah queennya bagus bgt,sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,"['sebenarnya', 'bagus', 'tapi', 'di', 'aku', 'jatuhnya', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'sebelum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['bagus', 'jatuhnya', 'bibir', 'kering', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['bagus', 'jatuh', 'bibir', 'kering', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warna', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']",bagus jatuh bibir kering pakai lipstick pakai lipbalm warna pigmented banget merah queennya bagus banget
